5,79
5,78
5,77
6,77
7,77
8,77
9,77
10,77
11,77
12,77
13,77
14,77
15,77
16,77
17,77
18,77
19,77
20,77
21,77
22,77
23,77
24,77
25,77
26,77
27,77
28,77
29,77
29,76
29,75
29,74
29,73
29,72
29,71
29,70
30,70
31,70
32,70
33,70
34,70
35,70
36,70
37,70
38,70
38,69
38,68
38,67
38,66
38,65
38,64
38,63
38,62
39,62
39,61
39,60
39,59
39,58
39,57
39,56
39,55
39,54
39,53
39,52
39,51
39,50
39,49
39,48
39,47
39,46
39,45
39,44
39,43
39,42
39,41
39,40
39,39
39,38
39,37
39,36
39,35
39,34
39,33
39,32
39,31
39,30
39,29
39,28
39,27
39,26
39,25
39,24
39,23
39,22
39,21
39,20
39,19
39,18
39,17
39,16
39,15
39,14
39,13
40,13
41,13
42,13
43,13
44,13
45,13
46,13
47,13
48,13
49,13
50,13
51,13
52,13
53,13
54,13
55,13
56,13
57,13
58,13
59,13
60,13
61,13
62,13
63,13
64,13
65,13
66,13
67,13
68,13
69,13
70,13
70,12
70,11
70,10
70,9
70,8
70,7
71,7
72,7
